sex,padreSector,fechaNacimiento,edadDejaEstudio,muere,naceFueraMatri,madreEdad
female,Agricultura,1858-12-25,1.35,1,no,30.119
female,Agricultura,1867-11-19,15,0,no,23.68
male,Agricultura,1869-08-27,15,0,no,31.674
female,NoFijo,1859-03-20,15,0,no,32.739
female,Agricultura,1879-08-12,15,0,no,18.784
female,Agricultura,1861-11-28,15,0,no,33.136
female,Agricultura,1873-06-03,0.635,1,no,19.242
female,Agricultura,1852-06-11,15,0,yes,21.429
male,NoFijo,1855-04-27,15,0,no,39.858
female,Agricultura,1880-11-20,2.204,0,no,28.578
female,NoFijo,1881-10-16,15,0,no,26.42
female,SectorPublico,1872-05-18,15,0,no,37.081
female,NoFijo,1863-09-11,4.674,1,no,42.108
female,Agricultura,1881-05-22,15,0,no,31.723
male,NoFijo,1880-04-21,15,0,no,30.601
male,SectorPublico,1866-03-20,7.436,1,no,29.736
female,Agricultura,1879-01-20,15,0,no,30.125
female,NoFijo,1879-03-05,15,0,no,32.471
male,Agricultura,1859-02-19,15,0,no,34.968
female,Agricultura,1884-02-02,1.78,1,no,35.036
male,NoFijo,1876-11-20,4.038,1,yes,43.077
male,Agricultura,1862-05-15,15,0,no,28.553
male,Agricultura,1859-06-22,15,0,no,41.678
female,NoFijo,1861-10-23,15,0,no,39.693
male,SectorPublico,1860-12-15,1.889,1,no,41.963
male,Agricultura,1872-06-01,0.014,1,yes,26.24
female,Agricultura,1884-11-19,15,0,no,21.949
female,Agricultura,1857-11-02,15,0,no,38.461
female,Agricultura,1852-01-04,15,0,no,42.511
male,Agricultura,1882-02-08,15,0,no,34.919
male,NoFijo,1865-07-09,15,0,no,35.335
male,Agricultura,1870-12-11,15,0,no,40.591
female,Agricultura,1860-10-29,8.95,1,no,36.156
female,SectorPrivado,1868-12-06,1.659,1,no,30.261
female,Agricultura,1853-05-10,1.248,1,no,25.862
female,NoFijo,1872-06-18,15,0,no,37.892
female,Agricultura,1879-11-27,1.654,1,no,25.06
male,Agricultura,1877-06-05,15,0,no,38.051
female,Agricultura,1854-09-26,15,0,no,32.988
male,Agricultura,1857-10-29,15,0,no,27.94
male,Agricultura,1882-09-11,15,0,no,33.695
female,Agricultura,1866-12-29,15,0,no,37.993
female,NoFijo,1874-06-17,15,0,no,27.899
female,Agricultura,1874-01-03,15,0,no,26.836
male,Agricultura,1868-05-04,0.025,1,no,23.51
female,NoFijo,1880-05-10,15,0,no,45.265
male,Agricultura,1861-08-22,15,0,no,31.786
female,NoFijo,1878-08-31,0.005,1,no,29.829
male,Agricultura,1874-03-05,15,0,no,38.105
male,NoFijo,1850-01-22,15,0,no,41.462
male,Agricultura,1856-02-17,15,0,no,33.331
female,NoFijo,1862-08-31,5.243,0,no,33.065
male,Agricultura,1854-12-16,13.002,1,no,25.084
female,Agricultura,1874-07-26,3.463,0,yes,29.164
female,Agricultura,1877-06-07,15,0,no,33.971
male,SectorPublico,1852-05-27,15,0,no,31.192
male,Agricultura,1871-06-01,15,0,no,35.228
male,Agricultura,1884-06-24,1.604,1,no,37.914
male,Agricultura,1869-09-24,1.032,1,no,30.59
male,NoFijo,1874-11-09,15,0,no,39.592
male,Agricultura,1858-03-13,15,0,no,26.749
male,Agricultura,1867-04-13,15,0,no,20.559
female,Agricultura,1880-11-08,15,0,no,27.209
male,Agricultura,1858-12-18,15,0,no,28.695
male,Agricultura,1881-07-15,15,0,no,24.304
female,Agricultura,1878-05-14,15,0,no,31.964
female,NoFijo,1875-05-27,15,0,no,20.526
male,Agricultura,1868-08-30,9.246,1,yes,31.707
male,Agricultura,1863-12-03,15,0,no,32.019
male,NoFijo,1878-04-15,15,0,no,41.342
female,NoFijo,1880-07-08,15,0,no,40.257
male,Agricultura,1875-05-09,15,0,no,23.124
male,NoFijo,1866-06-04,15,0,no,44.298
female,Agricultura,1856-04-02,8.049,1,no,37.092
female,Agricultura,1852-07-30,15,0,no,22.303
female,Agricultura,1881-05-19,15,0,no,34.973
male,Agricultura,1875-02-25,10.664,1,no,31.97
male,Agricultura,1883-07-13,1.78,1,no,27.028
male,NoFijo,1882-05-06,3.655,0,no,33.407
male,Agricultura,1881-05-16,15,0,no,39.198
male,Agricultura,1857-08-01,15,0,no,28.895
male,Agricultura,1862-12-19,15,0,no,25.328
female,SectorPrivado,1869-11-11,1.136,0,no,32.309
male,NoFijo,1873-09-22,15,0,yes,43.556
male,Agricultura,1867-04-14,5.922,1,yes,37.539
male,Agricultura,1876-01-10,15,0,no,27.986
female,SectorPublico,1861-12-14,0.151,1,no,38.675
female,Agricultura,1877-07-18,15,0,no,42.867
male,Agricultura,1877-08-08,5.941,1,no,28.821
male,Agricultura,1852-02-07,15,0,no,26.231
female,Agricultura,1858-02-16,15,0,no,26.056
male,Agricultura,1867-05-26,0.408,1,no,28.057
male,NoFijo,1880-01-09,2.5,1,no,33.969
female,NoFijo,1860-06-07,15,0,no,24.033
male,SectorPrivado,1853-11-27,2.04,0,no,31.277
male,Agricultura,1879-06-27,15,0,no,36.841
female,Agricultura,1872-12-05,15,0,no,24.271
male,Agricultura,1884-06-03,15,0,no,39.866
male,Agricultura,1884-09-03,15,0,no,40.805
male,Agricultura,1860-11-17,0.162,1,no,20.225
male,NoFijo,1865-09-22,0.304,1,no,38.716
female,Agricultura,1875-08-05,7.554,1,no,20.86
female,Agricultura,1859-06-12,15,0,no,22.705
female,Agricultura,1874-08-24,15,0,no,35.28
male,Agricultura,1856-11-09,15,0,no,38.96
male,Agricultura,1869-11-10,0.805,1,no,27.099
female,Agricultura,1870-11-24,3.272,1,no,37.199
male,Agricultura,1876-03-02,15,0,no,32.619
female,Agricultura,1884-07-01,15,0,no,21.771
male,Agricultura,1875-02-03,15,0,no,33.347
male,Agricultura,1878-06-21,15,0,no,33.963
male,NoFijo,1850-09-02,15,0,no,38.171
female,Agricultura,1858-09-19,15,0,no,29.051
male,NoFijo,1864-01-01,15,0,no,26.995
female,Agricultura,1883-05-25,15,0,no,33.73
male,NoFijo,1851-08-29,15,0,no,45.547
female,Agricultura,1859-04-15,15,0,no,32.063
female,NoFijo,1865-03-30,0.975,1,no,42.401
male,NoFijo,1863-12-30,0.129,1,no,22.563
male,NoFijo,1869-06-02,15,0,yes,27.266
female,Agricultura,1875-12-13,15,0,no,43.088
female,Agricultura,1863-12-05,15,0,no,38.127
male,NoFijo,1883-05-27,15,0,no,29.673
male,Agricultura,1857-10-06,0.641,1,yes,39.472
female,Agricultura,1878-01-21,15,0,no,40.211
female,NoFijo,1873-11-08,15,0,no,33.177
female,SectorPublico,1864-12-10,15,0,no,33.112
female,Agricultura,1858-12-15,15,0,yes,36.016
male,Agricultura,1876-08-05,15,0,no,27.417
male,NoFijo,1851-01-12,15,0,no,38.401
female,NoFijo,1858-10-28,7.463,1,no,43.603
male,NoFijo,1884-02-02,8.534,1,no,25.043
female,NoFijo,1866-02-04,1.684,0,no,39.222
male,NoFijo,1882-04-06,15,0,no,33.246
female,Agricultura,1857-07-18,15,0,no,40.057
female,Agricultura,1879-01-26,15,0,no,29.76
male,Agricultura,1875-08-18,15,0,no,29.117
male,Agricultura,1853-12-20,3.543,1,yes,35.288
male,NoFijo,1872-03-15,2.39,1,no,26.546
male,Agricultura,1877-04-27,15,0,no,32.238
male,NoFijo,1854-09-27,15,0,no,41.599
female,NoFijo,1860-05-15,15,0,no,37.728
female,NoFijo,1860-09-12,15,0,no,34.5
female,NoFijo,1862-09-01,15,0,no,41.933
female,Agricultura,1857-04-26,15,0,no,28.89
male,Agricultura,1875-05-11,0.444,1,no,37.227
male,NoFijo,1874-05-10,15,0,no,30.538
male,SectorPublico,1853-07-15,0.049,1,no,41.013
female,Agricultura,1869-07-29,15,0,no,42.152
male,Agricultura,1875-09-17,15,0,no,36.348
female,Agricultura,1869-08-15,3.22,1,yes,29.596
female,Agricultura,1871-05-05,15,0,no,31.828
female,NoFijo,1877-02-22,15,0,yes,33.339
male,Agricultura,1864-09-10,15,0,no,23.948
female,Agricultura,1883-05-12,15,0,no,24.969
male,Agricultura,1875-05-20,15,0,no,40.693
male,NoFijo,1874-04-27,15,0,no,25.588
male,Agricultura,1879-02-27,15,0,no,23.403
male,Agricultura,1858-09-26,15,0,no,24.92
male,Agricultura,1877-12-27,15,0,no,25.725
male,Agricultura,1865-05-23,3.285,1,no,26.401
male,Agricultura,1867-02-08,15,0,no,23.406
male,Agricultura,1869-11-19,15,0,no,36.586
female,SectorPrivado,1881-10-21,15,0,no,25.941
male,Agricultura,1851-05-21,15,0,no,32.917
male,NoFijo,1879-02-08,15,0,no,30.869
male,Agricultura,1862-03-12,15,0,no,41.298
female,Agricultura,1852-01-03,4.208,1,no,24.159
male,Agricultura,1852-12-31,6.075,1,no,24.268
male,NoFijo,1865-04-07,15,0,no,31.077
male,Agricultura,1853-04-25,15,0,no,25.487
female,SectorPublico,1862-01-10,15,0,no,23.321
female,Agricultura,1880-02-15,15,0,no,25.848
male,Agricultura,1881-02-13,15,0,no,27.477
female,Agricultura,1851-04-17,15,0,no,25.585
male,NoFijo,1884-08-17,15,0,no,35.959
female,Agricultura,1875-08-01,15,0,no,34.68
male,Agricultura,1883-12-18,15,0,no,32.378
female,Agricultura,1866-07-24,2.179,1,no,36.427
male,NoFijo,1866-04-22,15,0,no,21.651
male,Agricultura,1863-11-07,15,0,no,23.403
female,NoFijo,1850-12-24,6.557,1,no,41.944
female,Agricultura,1877-07-04,15,0,no,34.91
male,SectorPublico,1881-09-21,15,0,no,29.484
female,NoFijo,1867-03-25,15,0,no,37.752
male,Agricultura,1863-10-27,15,0,no,29.922
female,Agricultura,1877-07-28,15,0,no,31.288
male,SectorPrivado,1876-06-07,15,0,no,28.92
male,Agricultura,1876-11-27,15,0,no,30.437
male,Agricultura,1869-10-29,15,0,no,35.296
male,Agricultura,1880-10-21,15,0,no,40.772
male,NoFijo,1864-02-16,15,0,yes,22.809
female,Agricultura,1883-09-16,2.048,1,no,26.743
male,Agricultura,1867-06-23,15,0,no,23.513
male,Agricultura,1850-07-30,15,0,no,33.161
female,NoFijo,1871-08-19,15,0,no,30.853
female,Agricultura,1859-08-05,15,0,no,45.164
male,Agricultura,1884-09-10,15,0,no,25.248
female,Agricultura,1878-04-29,15,0,no,27.89
female,SectorPrivado,1852-09-25,0.383,1,no,37.777
male,Agricultura,1871-06-06,15,0,no,35.384
male,NoFijo,1860-07-18,0.03,1,no,27.135
male,Agricultura,1866-06-24,15,0,no,22.817
male,Agricultura,1884-07-08,15,0,no,40.794
male,NoFijo,1881-02-20,15,0,no,30.116
female,Agricultura,1853-10-02,15,0,no,44.255
male,Agricultura,1856-02-07,15,0,no,20.301
male,NoFijo,1874-03-29,15,0,no,30.686
female,Agricultura,1876-08-08,15,0,no,24.559
male,Agricultura,1874-12-25,15,0,no,30.919
female,Agricultura,1881-09-02,15,0,no,34.667
male,Agricultura,1859-06-17,15,0,no,21.752
male,Agricultura,1880-02-15,15,0,no,22.505
male,Agricultura,1864-01-10,0.474,1,no,31.652
male,Agricultura,1868-07-09,15,0,no,42.579
male,Agricultura,1884-12-08,15,0,no,31.756
male,Agricultura,1883-11-15,15,0,no,41.643
male,Agricultura,1875-07-22,15,0,no,32.956
male,Agricultura,1878-07-17,15,0,yes,36.257
male,Agricultura,1884-06-07,15,0,no,28.761
male,SectorPrivado,1884-01-12,15,0,no,34.163
male,NoFijo,1854-04-06,15,0,no,29.21
male,Agricultura,1883-04-02,15,0,no,23.975
female,NoFijo,1860-08-27,15,0,no,31.669
male,Agricultura,1884-10-30,15,0,no,27.789
male,NoFijo,1853-09-10,3.524,1,yes,37.396
female,NoFijo,1877-08-23,15,0,no,39.113
male,NoFijo,1863-10-30,15,0,no,41.53
male,Agricultura,1855-03-07,15,0,no,19.633
male,Agricultura,1877-03-06,15,0,no,28.126
male,Agricultura,1870-01-12,15,0,no,25.739
male,Agricultura,1881-07-05,15,0,no,41.273
female,Agricultura,1853-02-11,0.383,1,no,34.617
male,NoFijo,1883-11-20,15,0,no,29.533
female,Agricultura,1878-03-09,15,0,no,35.836
female,Agricultura,1881-12-19,15,0,no,40.145
female,Agricultura,1871-01-26,11.351,1,no,32.493
male,Agricultura,1879-02-08,15,0,no,31.346
female,Agricultura,1868-09-21,5.837,1,no,30.341
female,Agricultura,1877-12-12,3.562,1,no,28.164
female,Agricultura,1857-12-28,15,0,no,33.484
male,Agricultura,1863-09-01,9.643,1,no,38.557
male,Agricultura,1872-02-08,15,0,no,33.974
male,Agricultura,1867-10-24,0.307,1,yes,21.361
female,Agricultura,1884-11-18,15,0,no,29.309
female,Agricultura,1851-11-30,15,0,no,35.206
male,SectorPrivado,1866-05-05,15,0,no,35.953
female,Agricultura,1874-12-07,15,0,no,29.325
male,Agricultura,1866-09-07,15,0,no,27.504
female,Agricultura,1862-04-08,15,0,no,28.865
male,Agricultura,1876-07-01,15,0,no,25.826
female,Agricultura,1878-10-29,15,0,no,26.073
female,Agricultura,1873-11-06,15,0,no,38.721
male,Agricultura,1863-02-13,15,0,no,29.796
female,Agricultura,1855-07-29,15,0,no,39.595
male,Agricultura,1850-08-19,15,0,no,26.921
male,NoFijo,1861-02-19,15,0,no,18.415
female,NoFijo,1872-11-07,15,0,no,39.849
female,Agricultura,1865-01-29,15,0,no,34.418
female,Agricultura,1866-09-29,0.003,1,yes,27.97
male,Agricultura,1871-02-11,15,0,no,25.588
female,NoFijo,1861-05-06,15,0,no,38.157
female,Agricultura,1858-07-24,15,0,no,39.124
female,Agricultura,1872-08-21,0.123,0,no,26.806
female,NoFijo,1860-03-05,15,0,no,44.753
male,Agricultura,1858-12-24,15,0,yes,25.279
male,NoFijo,1876-12-08,15,0,no,23.685
female,Agricultura,1862-01-13,15,0,no,40.693
male,NoFijo,1881-03-05,15,0,no,18.738
female,NoFijo,1875-04-04,15,0,no,40.446
male,Agricultura,1855-10-29,15,0,no,20.309
female,Agricultura,1870-06-01,15,0,no,31.737
female,Agricultura,1882-09-19,15,0,no,25.755
male,NoFijo,1866-10-17,15,0,yes,29.832
male,Agricultura,1884-11-28,15,0,no,40.934
female,Agricultura,1855-12-03,15,0,no,41.399
male,Agricultura,1881-08-12,1.057,1,no,25.645
female,Agricultura,1854-03-28,0.26,1,no,23.313
male,Agricultura,1871-04-08,15,0,no,26.943
female,Agricultura,1858-03-20,15,0,yes,32.036
male,NoFijo,1882-03-06,15,0,no,39.225
male,Agricultura,1858-10-27,3.852,1,no,30.519
male,Agricultura,1870-11-15,15,0,no,34.511
female,Agricultura,1873-05-18,15,0,no,32.23
female,NoFijo,1881-10-19,3.91,1,no,22.311
male,Agricultura,1878-04-24,0.928,1,no,27.165
female,NoFijo,1855-06-03,15,0,no,27.778
female,Agricultura,1882-09-04,15,0,no,25.958
female,Agricultura,1871-02-01,15,0,no,38.401
male,Agricultura,1880-04-02,6.248,1,no,30.683
male,NoFijo,1860-05-06,3.858,1,yes,23.102
female,Agricultura,1876-07-20,15,0,no,35.012
male,Agricultura,1865-08-09,15,0,no,26.366
female,NoFijo,1884-12-31,15,0,no,26.185
female,NoFijo,1872-08-09,15,0,no,39.121
female,NoFijo,1880-08-30,15,0,no,42.73
male,Agricultura,1866-12-15,15,0,no,22.888
female,Agricultura,1872-02-29,15,0,no,29.613
female,Agricultura,1879-04-24,15,0,yes,40.287
male,NoFijo,1877-01-15,15,0,no,30.913
male,Agricultura,1883-08-28,15,0,no,31.058
male,Agricultura,1875-04-10,15,0,no,31.548
male,Agricultura,1852-05-13,15,0,no,41.117
male,Agricultura,1870-03-27,15,0,no,29.629
female,NoFijo,1861-02-21,0.277,1,yes,36.474
male,Agricultura,1858-07-07,2.108,1,no,27.573
male,NoFijo,1868-09-14,15,0,no,40.211
female,NoFijo,1850-09-09,15,0,no,26.201
female,Agricultura,1867-04-18,15,0,no,31.217
male,NoFijo,1860-09-11,2.459,1,no,30.275
female,Agricultura,1879-10-15,15,0,no,31.951
male,Agricultura,1872-11-09,15,0,no,33.333
male,Agricultura,1858-08-31,15,0,no,29.374
female,NoFijo,1876-11-19,15,0,no,21.112
female,Agricultura,1866-01-15,0.799,1,no,25.875
female,Agricultura,1857-08-17,15,0,no,34.021
male,Agricultura,1858-06-29,15,0,no,26.968
female,NoFijo,1876-08-12,8.29,1,no,29.911
female,NoFijo,1869-04-19,15,0,no,37.262
female,NoFijo,1879-05-19,15,0,no,23.581
male,Agricultura,1884-11-03,15,0,no,19.858
female,Agricultura,1856-07-12,0.92,1,yes,38.283
female,Agricultura,1872-04-13,15,0,no,24.057
female,Agricultura,1862-08-30,1.314,1,no,43.767
female,Agricultura,1869-03-19,4.865,1,no,27.567
male,Agricultura,1869-10-10,0.205,1,no,35.598
female,NoFijo,1884-04-30,15,0,no,27.565
female,Agricultura,1867-05-23,15,0,no,25.04
male,NoFijo,1856-04-01,15,0,no,31.762
female,Agricultura,1878-02-09,15,0,no,30.349
male,NoFijo,1874-09-23,0.052,1,no,47.951
female,Agricultura,1873-10-03,15,0,no,40.534
female,Agricultura,1881-05-12,3.617,1,no,30.141
male,Agricultura,1884-03-22,15,0,no,23.986
female,Agricultura,1861-08-01,6.93,1,yes,34.346
female,Agricultura,1877-03-29,0.454,1,no,37.265
male,NoFijo,1854-03-22,15,0,no,32.756
female,Agricultura,1879-04-09,15,0,no,35.086
female,Agricultura,1860-01-30,15,0,no,37.67
female,Agricultura,1863-07-12,3.587,1,no,30.779
female,Agricultura,1867-08-05,0.939,1,no,46.615
female,Agricultura,1854-03-30,9.254,1,no,33.618
male,Agricultura,1883-07-21,15,0,no,39.236
male,Agricultura,1876-04-05,11.244,1,no,30.166
female,Agricultura,1853-05-30,15,0,no,32.496
male,NoFijo,1883-03-18,1.484,0,no,26.136
female,Agricultura,1870-07-31,15,0,no,33.265
female,Agricultura,1864-04-26,15,0,no,39.441
male,Agricultura,1858-09-13,15,0,no,22.5
female,Agricultura,1881-08-25,0.134,1,no,27.617
male,Agricultura,1858-06-27,4.512,0,yes,32.772
female,Agricultura,1864-12-29,15,0,no,25.128
male,NoFijo,1865-05-03,15,0,no,34.732
female,SectorPrivado,1860-03-17,2.576,1,no,29.799
male,NoFijo,1873-01-27,15,0,no,37.363
female,Agricultura,1879-06-22,15,0,no,43.127
male,NoFijo,1860-08-26,15,0,no,27.515
male,Agricultura,1877-04-16,9.068,1,no,24.359
male,Agricultura,1877-12-09,15,0,no,31.959
female,NoFijo,1859-02-26,15,0,no,43.655
male,Agricultura,1875-06-21,15,0,no,42.281
female,Agricultura,1875-07-10,15,0,no,26.741
male,Agricultura,1863-10-05,15,0,no,38.1
male,NoFijo,1882-12-31,15,0,no,37.703
female,NoFijo,1884-07-18,15,0,no,35.192
female,Agricultura,1874-11-06,15,0,no,41.511
female,Agricultura,1869-02-07,15,0,no,28.449
female,Agricultura,1875-12-06,15,0,no,38.68
male,Agricultura,1857-10-17,15,0,no,29.53
male,NoFijo,1882-05-10,15,0,no,23.918
female,Agricultura,1883-09-28,15,0,no,35.86
male,Agricultura,1874-11-27,14.303,1,no,32.75
male,Agricultura,1870-12-01,15,0,yes,34.281
male,Agricultura,1853-05-16,2.598,1,no,24.441
male,Agricultura,1859-06-16,0.986,1,no,34.927
male,Agricultura,1879-04-11,15,0,no,36.359
male,NoFijo,1861-01-24,15,0,no,33.084
male,Agricultura,1854-05-23,15,0,no,30.3
female,Agricultura,1861-08-04,15,0,no,35.299
female,Agricultura,1884-05-27,15,0,no,26.924
male,Agricultura,1880-11-09,15,0,no,36.575
female,Agricultura,1863-05-04,15,0,no,41.503
male,Agricultura,1875-04-30,9.238,1,no,29.344
male,Agricultura,1853-10-17,0.249,1,no,36.695
female,Agricultura,1879-05-04,15,0,no,36.92
female,Agricultura,1884-08-04,15,0,no,42.995
male,NoFijo,1867-09-18,6.245,1,no,35.513
female,Agricultura,1860-12-10,15,0,no,26.557
male,NoFijo,1874-05-08,15,0,no,23.362
male,NoFijo,1862-04-19,15,0,no,32.539
male,Agricultura,1873-02-13,15,0,no,37.005
male,Agricultura,1862-07-24,0.241,1,no,40.991
male,Agricultura,1858-03-25,15,0,yes,32.186
female,NoFijo,1854-11-06,15,0,no,36.09
female,Agricultura,1879-02-03,15,0,no,29.079
female,Agricultura,1872-11-16,0.999,1,no,29.911
male,Agricultura,1873-08-30,15,0,yes,36.233
male,NoFijo,1858-08-06,15,0,no,27.159
female,NoFijo,1879-08-28,15,0,no,26.787
female,NoFijo,1862-11-09,15,0,no,27.548
female,Agricultura,1868-08-08,15,0,no,43.814
male,Agricultura,1868-07-31,0.578,1,no,37.826
male,Agricultura,1882-01-29,15,0,no,33.424
male,Agricultura,1860-04-12,15,0,no,29.051
male,Agricultura,1856-05-06,1.87,1,no,31.967
male,Agricultura,1867-07-21,15,0,no,34.13
female,Agricultura,1882-03-09,15,0,no,33.96
male,Agricultura,1867-03-01,15,0,yes,42.303
female,Agricultura,1853-05-07,15,0,no,24.619
male,NoFijo,1857-03-23,0.23,1,yes,18.333
male,Agricultura,1884-06-30,15,0,no,23.598
female,Agricultura,1864-08-16,15,0,no,21.495
male,Agricultura,1883-12-30,15,0,yes,28.246
male,NoFijo,1883-05-25,15,0,no,21.481
male,Agricultura,1878-07-09,0.008,1,no,39.726
male,NoFijo,1873-06-02,15,0,no,44.063
female,Agricultura,1880-10-29,15,0,no,20.498
male,Agricultura,1859-12-09,15,0,no,33.955
female,Agricultura,1857-10-09,15,0,no,27.767
female,Agricultura,1873-05-19,15,0,no,37.451
female,Agricultura,1883-01-21,15,0,no,39.157
male,Agricultura,1879-07-26,15,0,no,39.507
female,Agricultura,1884-01-28,15,0,no,40.055
male,Agricultura,1851-07-28,15,0,no,27.132
male,NoFijo,1866-06-30,15,0,no,38.27
male,Agricultura,1876-03-27,15,0,no,29.153
male,Agricultura,1875-10-23,15,0,no,38.215
male,NoFijo,1859-03-04,15,0,no,36.438
male,Agricultura,1864-03-21,0.279,1,no,28.994
male,NoFijo,1865-07-16,0.843,1,no,31.222
female,NoFijo,1865-05-03,15,0,no,35.578
female,Agricultura,1880-12-02,15,0,no,33.848
female,Agricultura,1878-01-26,15,0,no,32.545
female,Agricultura,1877-12-28,15,0,no,26.557
female,Agricultura,1865-09-03,2.234,1,no,27.923
male,Agricultura,1860-12-24,15,0,no,35.433
female,SectorPublico,1850-12-07,15,0,no,28.033
female,Agricultura,1869-01-16,15,0,no,33.99
female,Agricultura,1877-10-26,15,0,no,34.27
female,NoFijo,1857-11-20,15,0,no,29.867
female,Agricultura,1881-03-12,15,0,no,35.083
male,NoFijo,1873-01-11,15,0,no,27.441
female,NoFijo,1852-05-04,15,0,no,31.441
female,NoFijo,1853-03-14,15,0,no,33.383
male,NoFijo,1873-04-13,0.052,1,no,39.483
male,Agricultura,1865-11-17,15,0,no,32.597
female,NoFijo,1874-05-02,1.18,1,no,24.69
male,Agricultura,1852-09-08,0.066,1,no,41.774
female,Agricultura,1859-10-30,1.344,1,no,32.668
female,Agricultura,1863-07-22,14.656,0,yes,23.603
male,Agricultura,1880-06-16,15,0,no,34.248
male,Agricultura,1871-01-14,15,0,no,26.754
female,Agricultura,1873-03-15,15,0,no,41.517
female,Agricultura,1854-06-10,5.057,1,no,36.074
female,Agricultura,1866-11-28,15,0,yes,29.914
female,NoFijo,1866-08-28,6.705,1,no,28.879
female,Agricultura,1858-11-16,15,0,no,33.394
male,SectorPublico,1866-10-30,15,0,no,28.318
female,NoFijo,1870-01-22,15,0,no,32.567
female,Agricultura,1866-08-22,15,0,no,26.658
male,NoFijo,1854-03-25,15,0,no,26.259
female,Agricultura,1883-07-04,5.183,1,yes,17.566
male,Agricultura,1875-05-04,15,0,no,39.409
male,NoFijo,1856-03-28,15,0,no,32.843
female,Agricultura,1874-07-12,0.003,1,no,25.213
male,NoFijo,1857-03-29,0.422,1,no,32.534
male,NoFijo,1853-06-22,15,0,no,22.738
male,NoFijo,1854-04-21,15,0,no,23.745
female,NoFijo,1866-06-18,15,0,no,34.543
female,Agricultura,1857-12-29,15,0,yes,33.533
female,NoFijo,1854-02-13,15,0,no,31.294
